name,affiliation,citations,hindex,year,lettergroup,gender,highered,institution,research,country,role,security,field,simplefield,fellows,amscit,Fields
robert lemke oliver,tufts university,158,8,2013,A Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
ben blum smith,new school,,,2017,A Only,man,highered,domesticr2,lessri,,,,math,mathstat,FALSE,,FALSE
clara buck,iowa state university,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
emily clader,san francisco state university,,,2014,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
taylor short,grand valley state university,20,3,2016,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
ximena catepillan,millersville university,,,,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
angie hodge,northern arizona university,,,,A Only,woman,highered,domesticr2,lessri,,associate,moresecure,mathed,mathed,FALSE,,FALSE
danny bernard martin,university of illinois at chicago,3914,27,1997,A Only,man,highered,domesticr1,moreri,,professor,moresecure,mathed,mathed,FALSE,,FALSE
fumiko futamura,southwestern university,,,2007,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
cihan can,florida state university,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
roberto soto,california state university fullerton,,,,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
perla myers,university of san diego,,,1995,A Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,27,FALSE
lateefah id deen,kennesaw state university,109,3,,A Only,woman,highered,domesticr2,lessri,,assistant,lesssecure,mathed,mathed,FALSE,,FALSE
"andrew d jones, jr",florida am university,,,1997,A Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
alice nadeau,cornell university,18,2,,A Only,woman,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
joshua mundinger,university of chicago,49,4,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
cheryl eames,southern illinois university edwardsville,,,,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
julia webster,university of north carolina asheville,,,,A Only,woman,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
anton dochtermann,texas state university,313,9,2007,A Only,man,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
nathan warnberg,university of wisconsin la crosse,,,2014,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
sarah milstein,university of minnesota,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
katherine kinnaird,smith college,,,2014,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,comp,other ,FALSE,,FALSE
julien paupert,arizona state university,,,2005,A Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
timothy feeman,villanova university,,,,A Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
stephanie m kolitsch,university of tennessee at martin,,,,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
brian lindaman,california state university chico,,,,A Only,man,highered,domesticother,lessri,,,,math,mathstat,FALSE,,FALSE
robert smith,university of ottawa,,,,A Only,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,FALSE,,FALSE
bret benesh,college of saint benedict and saint johns university,72,4,2005,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
robert campbell,college of saint benedict and saint johns university,,,,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
ernest guico,university of georgia,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
carla cederbaum,university of tubingen,253,10,,A Only,woman,highered,international,moreri,germany,professor,moresecure,math,mathstat,FALSE,,FALSE
justin dong,brown university,5,2,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
talia ferns,university of north carolina greensboro,,,,A Only,woman,highered,domesticr2,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
john meier,lafayette college,,,1992,A Only,man,highered,domesticother,lessri,,staff,lesssecure,math,mathstat,FALSE,,FALSE
david brown,ithaca college,,,2001,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
sat gupta,university of north carolina greensboro,1947,25,,A Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
maria cumplido cabello,Heriot watt university,20,3,1980,A Only,woman,highered,international,moreri,united kingdom,ntt,lesssecure,math,mathstat,FALSE,,FALSE
laura lopez cruz,city university of new york,84,4,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
christopher natoli,city university of new york,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
komal agrawal,university of georgia,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
daniel groves,university of illinois at chicago,,,,A Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,250,FALSE
christopher perez,university of illinois at chicago,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
colin adams,williams college,3085,21,1983,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,TRUE,,FALSE
luana maroja,williams college,1904,16,,B Only,woman,highered,domesticother,lessri,,associate,moresecure,other,other ,FALSE,,FALSE
matt carter,williams college,,,,B Only,man,highered,domesticother,lessri,,associate,moresecure,other,other ,FALSE,,FALSE
charles frohman,university of iowa,793,17,1984,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,7,FALSE
rob kirby,university of california berkeley,,,,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1489,FALSE
julie blackwood,williams college,419,9,2010,B Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
clifford henry taubes,harvard university,,,1980,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,2772,Yes
martin scharlemann,university of california santa barbara,,,1974,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,1167,FALSE
david eisenbud,university of california berkeley,22454,66,1970,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,7253,FALSE
david a cox,amherst college,,,,B Only,man,highered,domesticother,lessri,,retired,moresecure,math,mathstat,TRUE,,FALSE
michael freedman,university of california santa barbara,,,1973,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1962,Yes
benedict h gross,university of california san diego,,,1978,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,3030,FALSE
steven j miller,williams college,7224,42,2009,B and C,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,TRUE,,FALSE
michael kapovich,university of california davis,3491,28,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1305,FALSE
darren long,university of california santa barbara,,,1983,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1086,FALSE
bruno nachtergaele,university of california davis,4584,27,1987,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,828,FALSE
mladen bestvina,university of utah,5559,34,1984,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,2367,FALSE
marc culler,university of illinois at chicago,4038,21,1978,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,1629,FALSE
laurence r taylor,university of notre dame,,,1972,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,543,FALSE
wilfried schmid,harvard university,4754,29,1967,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1335,FALSE
eric babson,university of california davis,,,1994,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,573,FALSE
joan edwards,williams college,,,1978,B Only,woman,highered,domesticother,lessri,,professor,moresecure,other,other ,FALSE,,FALSE
dan romik,university of california davis,,,2002,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,336,FALSE
david c smith,williams college,,,,B Only,man,highered,domesticother,lessri,,retired,moresecure,other,other ,FALSE,,FALSE
mohamed elhamdadi,university of south florida,768,14,1996,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
jozef h przytycki,george washington university,,,1981,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1429,FALSE
james glimm,stony brook university,19279,64,1959,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,2902,FALSE
robert gompf,university of texas at austin,,,1984,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1616,FALSE
ronald fintushel,michigan state university,,,1975,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,1094,FALSE
darij grinberg,drexel university,311,8,2016,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
emily hamilton,cal poly san luis obispo,,,1995,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
theodore slaman,university of california berkeley,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1013,FALSE
j elisenda grigsby,boston college,,,,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,159,FALSE
william goldman,university of maryland,,,1980,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,2591,FALSE
elbridge gerry puckett,university of california davis,4277,19,1987,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,494,FALSE
shiqian ma,university of california davis,3606,31,2011,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
nicolai reshetikhin,university of california berkeley,19469,64,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,3343,FALSE
hung hsi wu,university of california berkeley,5086,30,1963,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,FALSE,1391,FALSE
adam jacob,university of california davis,,,2012,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
louis h kauffman,university of illinois at chicago,,,1972,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,3948,FALSE
vivek shende,university of california berkeley,2254,21,2011,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,FALSE,,FALSE
william h meeks iii,university of massachusetts amherst,,,1975,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1910,FALSE
jennifer schultens,university of california davis,765,17,1993,B and C,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,395,FALSE
robert ghrist,university of pennsylvania,4376,31,1995,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,561,FALSE
barbara nimershiem,franklin marshall college,,,1992,B Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
fernando q gouvea,colby college,,,,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
thomas garrity,williams college,,,2003,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
phebe cramer,williams college,,,,B Only,woman,highered,domesticother,lessri,,professor,moresecure,other,other ,FALSE,,FALSE
marjorie senechal,smith college,,,1965,B Only,woman,highered,domesticother,lessri,,retired,moresecure,math,mathstat,TRUE,,FALSE
sergei tabachnikov,pennsylvania state university,4193,31,,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1376,FALSE
susan dunn,williams college,,,,B Only,woman,highered,domesticother,lessri,,professor,moresecure,other,other ,FALSE,,FALSE
david gabai,princeton university,,,1980,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1980,FALSE
thomas crawford,swarthmore college,,,,B Only,man,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
sergiu klainerman,princeton university,,,1978,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,4110,FALSE
gigliola staffilani,massachusetts institute of technology,3805,30,1995,B and C,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,2308,FALSE
david auckly,kansas state university,,,1991,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1991,FALSE
daniel ruberman,brandeis university,1129,19,1982,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,514,FALSE
hans riess,university of pennsylvania,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
boris khesin,university of toronto,,,1990,B Only,man,highered,international,moreri,canada,professor,moresecure,other,other ,FALSE,,FALSE
dr bert frank smits,,,,1997,B Only,man,,,,,,,,,FALSE,,FALSE
bastian rieck,eth zurich,165,8,,B Only,man,highered,international,moreri,switzerland,ntt,lesssecure,stat,mathstat,FALSE,,FALSE
alek vainshtein,university of haifa,,,,B and C,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
sara a solla,northwestern university,,,,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,other,other ,FALSE,,FALSE
james arthur,university of toronto,,,1970,B and C,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,TRUE,,FALSE
alex kontorovich,rutgers university,684,14,2007,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,287,FALSE
lev rozansky,university of north carolina at chapel hill,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,871,FALSE
richard montgomery,university of california santa cruz,,,1973,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1548,FALSE
richard de veaux,williams college,3777,24,,B Only,man,highered,domesticother,lessri,,professor,moresecure,stat,mathstat,FALSE,,FALSE
joey horn,,,,,B Only,woman,nothighered,,,,,,,,FALSE,,FALSE
michael stay,pyrofex corp,,,2015,B Only,man,nothighered,,,,,,,,FALSE,,FALSE
lev reyzin,university of illinois at chicago,1553,16,2009,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
dionne kunkel,george washington university,,,,B Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,FALSE,,FALSE
walter neumann,barnard college,5855,39,,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,TRUE,,FALSE
robin blankenship,morehead state university,,,2003,B Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
ivan izmestiev,tu wien,445,13,2001,B Only,man,highered,international,moreri,austria,professor,moresecure,math,mathstat,FALSE,,FALSE
Joo Nogueira,university of coimbra,15,2,,B Only,man,highered,international,moreri,portugal,professor,moresecure,math,mathstat,FALSE,,FALSE
r douglas chatham,morehead state university,,,,B Only,man,highered,domesticother,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
mark levi,pennsylvania state university,,,1978,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,528,FALSE
casey rodriguez,massachusetts institute of technology,,,2017,B Only,,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,FALSE,,FALSE
