,name,affiliation,citations,hindex,year,lettergroup,gender,highered,institution,research,country,role,security,field,simplefield,fellows,amscit,Fields
553,hong qin,university of tennessee at chattanooga,,,2002.0,A Only,man,highered,domesticother,lessri,,associate,moresecure,comp,other ,False,,False
554,robert lemke oliver,tufts university,158.0,8.0,2013.0,A Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
555,ben blum smith,new school,,,2017.0,A Only,man,highered,domesticr2,lessri,,,,math,mathstat,False,,False
556,clara buck,iowa state university,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
557,emily clader,san francisco state university,,,2014.0,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
558,taylor short,grand valley state university,20.0,3.0,2016.0,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
559,ximena catepillan,millersville university,,,,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
560,angie hodge,northern arizona university,,,,A Only,woman,highered,domesticr2,lessri,,associate,moresecure,mathed,mathed,False,,False
561,danny bernard martin,university of illinois at chicago,3914.0,27.0,1997.0,A Only,man,highered,domesticr1,moreri,,professor,moresecure,mathed,mathed,False,,False
562,fumiko futamura,southwestern university,,,2007.0,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
563,cihan can,florida state university,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
564,roberto soto,california state university fullerton,,,,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
565,perla myers,university of san diego,,,1995.0,A Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,27.0,False
566,lateefah id deen,kennesaw state university,109.0,3.0,,A Only,woman,highered,domesticr2,lessri,,assistant,lesssecure,mathed,mathed,False,,False
567,"andrew d jones, jr",florida am university,,,1997.0,A Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,False,,False
568,alice nadeau,cornell university,18.0,2.0,,A Only,woman,highered,domesticr1,moreri,,ntt,lesssecure,math,mathstat,False,,False
569,joshua mundinger,university of chicago,49.0,4.0,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
570,cheryl eames,southern illinois university edwardsville,,,,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
571,julia webster,university of north carolina asheville,,,,A Only,woman,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,False,,False
572,anton dochtermann,texas state university,313.0,9.0,2007.0,A Only,man,highered,domesticr2,lessri,,assistant,lesssecure,math,mathstat,False,,False
573,nathan warnberg,university of wisconsin la crosse,,,2014.0,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
574,sarah milstein,university of minnesota,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
575,katherine kinnaird,smith college,,,2014.0,A Only,woman,highered,domesticother,lessri,,assistant,lesssecure,comp,other ,False,,False
576,julien paupert,arizona state university,,,2005.0,A Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
577,timothy feeman,villanova university,,,,A Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,False,,False
578,stephanie m kolitsch,university of tennessee at martin,,,,A Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
579,brian lindaman,california state university chico,,,,A Only,man,highered,domesticother,lessri,,,,math,mathstat,False,,False
580,robert smith,university of ottawa,,,,A Only,man,highered,international,moreri,canada,professor,moresecure,math,mathstat,False,,False
581,bret benesh,college of saint benedict and saint johns university,72.0,4.0,2005.0,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
582,robert campbell,college of saint benedict and saint johns university,,,,A Only,man,highered,domesticother,lessri,,assistant,lesssecure,math,mathstat,False,,False
583,ernest guico,university of georgia,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
584,carla cederbaum,university of tubingen,253.0,10.0,,A Only,woman,highered,international,moreri,germany,professor,moresecure,math,mathstat,False,,False
585,justin dong,brown university,5.0,2.0,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
586,talia ferns,university of north carolina greensboro,,,,A Only,woman,highered,domesticr2,lessri,,associate,moresecure,math,mathstat,False,,False
587,john meier,lafayette college,,,1992.0,A Only,man,highered,domesticother,lessri,,staff,lesssecure,math,mathstat,False,,False
588,david brown,ithaca college,,,2001.0,A Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
589,sat gupta,university of north carolina greensboro,1947.0,25.0,,A Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,False,,False
590,maria cumplido cabello,Heriot watt university,20.0,3.0,1980.0,A Only,woman,highered,international,moreri,united kingdom,ntt,lesssecure,math,mathstat,False,,False
591,laura lopez cruz,city university of new york,84.0,4.0,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
592,christopher natoli,city university of new york,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
593,komal agrawal,university of georgia,,,,A Only,woman,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
594,daniel groves,university of illinois at chicago,,,,A Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,250.0,False
595,christopher perez,university of illinois at chicago,,,,A Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
596,colin adams,williams college,3085.0,21.0,1983.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,True,,False
597,luana maroja,williams college,1904.0,16.0,,B Only,woman,highered,domesticother,lessri,,associate,moresecure,other,other ,False,,False
598,matt carter,williams college,,,,B Only,man,highered,domesticother,lessri,,associate,moresecure,other,other ,False,,False
599,charles frohman,university of iowa,793.0,17.0,1984.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,7.0,False
600,rob kirby,university of california berkeley,,,,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1489.0,False
601,julie blackwood,williams college,419.0,9.0,2010.0,B Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
602,clifford henry taubes,harvard university,,,1980.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,2772.0,Yes
603,martin scharlemann,university of california santa barbara,,,1974.0,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,True,1167.0,False
604,david eisenbud,university of california berkeley,22454.0,66.0,1970.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,7253.0,False
605,david a cox,amherst college,,,,B Only,man,highered,domesticother,lessri,,retired,moresecure,math,mathstat,True,,False
606,michael freedman,university of california santa barbara,,,1973.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1962.0,Yes
607,benedict h gross,university of california san diego,,,1978.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,3030.0,False
608,steven j miller,williams college,7224.0,42.0,2009.0,B and C,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,True,,False
609,michael kapovich,university of california davis,3491.0,28.0,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1305.0,False
610,darren long,university of california santa barbara,,,1983.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1086.0,False
611,bruno nachtergaele,university of california davis,4584.0,27.0,1987.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,828.0,False
612,mladen bestvina,university of utah,5559.0,34.0,1984.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,2367.0,False
613,marc culler,university of illinois at chicago,4038.0,21.0,1978.0,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,True,1629.0,False
614,laurence r taylor,university of notre dame,,,1972.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,543.0,False
615,wilfried schmid,harvard university,4754.0,29.0,1967.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1335.0,False
616,eric babson,university of california davis,,,1994.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,573.0,False
617,joan edwards,williams college,,,1978.0,B Only,woman,highered,domesticother,lessri,,professor,moresecure,other,other ,False,,False
618,dan romik,university of california davis,,,2002.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,336.0,False
619,david c smith,williams college,,,,B Only,man,highered,domesticother,lessri,,retired,moresecure,other,other ,False,,False
620,mohamed elhamdadi,university of south florida,768.0,14.0,1996.0,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
621,jozef h przytycki,george washington university,,,1981.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,1429.0,False
622,james glimm,stony brook university,19279.0,64.0,1959.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,2902.0,False
623,robert gompf,university of texas at austin,,,1984.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1616.0,False
624,ronald fintushel,michigan state university,,,1975.0,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,True,1094.0,False
625,darij grinberg,drexel university,311.0,8.0,2016.0,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
626,emily hamilton,cal poly san luis obispo,,,1995.0,B Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
627,theodore slaman,university of california berkeley,,,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
628,j elisenda grigsby,boston college,,,,B Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
629,william goldman,university of maryland,,,1980.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,2591.0,False
630,elbridge gerry puckett,university of california davis,4277.0,19.0,1987.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,494.0,False
631,shiqian ma,university of california davis,3606.0,31.0,2011.0,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
632,nicolai reshetikhin,university of california berkeley,19469.0,64.0,,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
633,hung hsi wu,university of california berkeley,5086.0,30.0,1963.0,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,False,1391.0,False
634,adam jacob,university of california davis,,,2012.0,B Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,False,,False
635,louis h kauffman,university of illinois at chicago,,,1972.0,B Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,True,3948.0,False
636,vivek shende,university of california berkeley,2254.0,21.0,2011.0,B Only,man,highered,domesticr1,moreri,,assistant,lesssecure,math,mathstat,False,,False
637,william h meeks iii,university of massachusetts amherst,,,1975.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
638,jennifer schultens,university of california davis,765.0,17.0,1993.0,B and C,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,395.0,False
639,robert ghrist,university of pennsylvania,4376.0,31.0,1995.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
640,barbara nimershiem,franklin marshall college,,,1992.0,B Only,woman,highered,domesticother,lessri,,associate,moresecure,math,mathstat,False,,False
641,fernando q gouvea,colby college,,,,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
642,thomas garrity,williams college,,,2003.0,B Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,False,,False
643,phebe cramer,williams college,,,,B Only,woman,highered,domesticother,lessri,,professor,moresecure,other,other ,False,,False
644,marjorie senechal,smith college,,,1965.0,B Only,woman,highered,domesticother,lessri,,retired,moresecure,math,mathstat,True,,False
645,sergei tabachnikov,pennsylvania state university,4193.0,31.0,,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,1376.0,False
646,susan dunn,williams college,,,,B Only,woman,highered,domesticother,lessri,,professor,moresecure,other,other ,False,,False
647,david gabai,princeton university,,,1980.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,,False
648,thomas crawford,swarthmore college,,,,B Only,man,highered,domesticother,lessri,,ntt,lesssecure,math,mathstat,False,,False
649,sergiu klainerman,princeton university,,,1978.0,B and C,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,4110.0,False
650,gigliola staffilani,massachusetts institute of technology,3805.0,30.0,1995.0,B and C,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,2308.0,False
651,david auckly,kansas state university,,,1991.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,False,,False
652,daniel ruberman,brandeis university,1129.0,19.0,1982.0,B Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,True,,False
653,hans riess,university of pennsylvania,,,,B Only,man,highered,domesticr1,moreri,,grad,lesssecure,math,mathstat,False,,False
654,boris khesin,university of toronto,,,1990.0,B Only,man,highered,international,moreri,canada,professor,moresecure,other,other ,False,,False
